CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ano
37,LC,141201,C,12,0,,1.33139,1.23174,0.22153,AZUL,1201,,0,2023
30,LC,140885,A,15,0,,3.32492,0.4163,0.18782,AZUL,1201,,0,2023
74,CH,140214,D,9,0,,1.22847,0.57309,0.22441,AZUL,1191,,0,2023
70,CH,95744,C,15,0,,2.88236,0.7685,0.1722,AZUL,1191,,0,2023
85,CH,140476,D,14,0,,2.98259,1.04358,0.22825,AZUL,1191,,0,2023
179,MT,14366,C,1,0,,1.52531,0.63295,0.18496,AZUL,1211,,0,2023
173,MT,125933,B,10,0,,2.60187,2.11188,0.26394,AZUL,1211,,0,2023
168,MT,24523,A,28,0,,2.68656,2.50464,0.12713,AZUL,1211,,0,2023
101,CN,117711,A,14,0,,2.18942,2.20856,0.13524,AZUL,1221,,0,2023
63,CH,141363,B,11,0,,3.81637,0.70936,0.15459,AZUL,1191,,0,2023
61,CH,140440,E,16,0,,2.59177,-0.2033,0.17587,AZUL,1191,,0,2023
58,CH,140376,A,2,0,,2.8641,0.24521,0.19053,AZUL,1191,,0,2023
129,CN,60332,E,10,0,,3.39558,1.60649,0.08851,AZUL,1221,,0,2023
126,CN,87989,C,2,0,,2.32351,1.21005,0.10449,AZUL,1221,,0,2023
34,LC,120648,C,14,0,,1.82581,1.45066,0.12254,AZUL,1201,,0,2023
108,CN,117823,D,6,0,,3.78075,1.77929,0.05731,AZUL,1221,,0,2023
112,CN,111466,A,1,0,,3.38485,2.02004,0.18168,AZUL,1221,,0,2023
136,MT,48324,B,8,0,,2.09451,2.44818,0.25838,AZUL,1211,,0,2023
141,MT,14994,E,28,0,,2.70307,1.3682,0.16099,AZUL,1211,,0,2023
122,CN,97767,D,6,0,,1.78472,1.98863,0.10818,AZUL,1221,,0,2023
33,LC,141239,A,13,0,,1.72594,1.66934,0.27058,AZUL,1201,,0,2023
87,CH,140468,B,7,0,,3.81176,0.7442,0.24129,AZUL,1191,,0,2023
84,CH,141123,D,3,0,,0.76651,1.69321,0.09277,AZUL,1191,,0,2023
148,MT,141566,C,9,0,,2.25456,2.26979,0.24366,AZUL,1211,,0,2023
13,LC,140949,C,16,0,,1.43175,0.80537,0.12273,AZUL,1201,,0,2023
9,LC,88031,E,30,0,,1.73107,1.60103,0.19199,AZUL,1201,,0,2023
4,LC,140785,A,8,0,,2.4787,0.39216,0.33723,AZUL,1201,0.0,0,2023
78,CH,140430,A,27,0,,3.07524,1.19358,0.14876,AZUL,1191,,0,2023
160,MT,141540,A,29,0,,2.11162,2.38012,0.17296,AZUL,1211,,0,2023
159,MT,125977,D,23,0,,2.04085,1.27709,0.27067,AZUL,1211,,0,2023
62,CH,141118,C,7,0,,2.58516,0.39346,0.17772,AZUL,1191,,0,2023
124,CN,66259,B,20,0,,2.34079,1.00185,0.23885,AZUL,1221,,0,2023
26,LC,140959,C,17,0,,3.54204,2.45238,0.11597,AZUL,1201,,0,2023
105,CN,87721,E,8,0,,2.1809,1.01182,0.20267,AZUL,1221,,0,2023
94,CN,66330,A,7,0,,1.0858,2.67412,0.10118,AZUL,1221,,0,2023
93,CN,117887,E,12,0,,2.73097,0.32923,0.13662,AZUL,1221,,0,2023
113,CN,82446,A,23,0,,2.66863,2.35839,0.05501,AZUL,1221,,0,2023
144,MT,39385,C,12,0,,2.28918,2.23364,0.23391,AZUL,1211,,0,2023
143,MT,111446,B,5,0,,2.09757,1.52611,0.10674,AZUL,1211,,0,2023
119,CN,88557,C,21,0,,2.6042,1.59379,0.26321,AZUL,1221,,0,2023
1,LC,140743,B,6,0,,2.79003,0.21669,0.49995,AZUL,1201,0.0,0,2023
41,LC,141204,B,10,0,,1.81453,-0.08926,0.19896,AZUL,1201,,0,2023
40,LC,141212,B,11,0,,1.8902,0.53683,0.20416,AZUL,1201,,0,2023
31,LC,140858,C,16,0,,2.59213,1.19798,0.23009,AZUL,1201,,0,2023
77,CH,140543,E,8,0,,0.81816,1.56049,0.23382,AZUL,1191,,0,2023
75,CH,141383,C,10,0,,1.74142,-0.55783,0.01877,AZUL,1191,,0,2023
68,CH,118063,C,26,0,,2.59313,0.08088,0.14645,AZUL,1191,,0,2023
79,CH,140592,B,11,0,,1.80595,1.97568,0.17809,AZUL,1191,,0,2023
12,LC,141776,C,15,0,,1.22341,0.82185,0.06897,AZUL,1201,,0,2023
7,LC,140884,A,17,0,,1.35926,1.14954,0.23381,AZUL,1201,,0,2023
171,MT,84857,C,3,0,,2.39559,1.53865,0.11866,AZUL,1211,,0,2023
157,MT,32176,B,25,0,,2.26313,1.23798,0.16267,AZUL,1211,,0,2023
25,LC,140880,B,16,0,,2.11251,0.83411,0.21824,AZUL,1201,,0,2023
52,CH,140194,A,23,0,,1.5807,1.18538,0.13863,AZUL,1191,,0,2023
49,CH,140581,E,8,0,,2.88883,0.67105,0.18912,AZUL,1191,,0,2023
48,CH,140453,A,17,0,,3.06915,0.94872,0.17725,AZUL,1191,,0,2023
47,CH,125687,D,9,0,,2.40144,0.606,0.21265,AZUL,1191,,0,2023
91,CN,84422,D,4,0,,1.25458,0.14732,0.00556,AZUL,1221,,0,2023
133,CN,43890,E,27,0,,3.63689,1.43988,0.1836,AZUL,1221,,0,2023
132,CN,83558,E,21,0,,1.52403,0.95966,0.15221,AZUL,1221,,0,2023
128,CN,40724,C,2,0,,1.87231,-0.45616,0.19791,AZUL,1221,,0,2023
44,LC,40390,A,22,0,,2.71986,-1.03297,0.01557,AZUL,1201,,0,2023
102,CN,48641,C,24,0,,3.37503,1.55583,0.25041,AZUL,1221,,0,2023
99,CN,89769,D,30,0,,2.21757,2.35841,0.11592,AZUL,1221,,0,2023
104,CN,60978,B,25,0,,1.85476,1.5224,0.17445,AZUL,1221,,0,2023
103,CN,82754,D,16,0,,1.76985,1.97126,0.14344,AZUL,1221,,0,2023
95,CN,48492,B,28,0,,1.03631,2.13278,0.24911,AZUL,1221,,0,2023
142,MT,117634,A,14,0,,3.29744,2.42208,0.14073,AZUL,1211,,0,2023
28,LC,141448,C,19,0,,0.99432,-0.13224,0.02226,AZUL,1201,,0,2023
27,LC,141814,A,18,0,,1.22374,0.19619,0.20612,AZUL,1201,,0,2023
118,CN,60689,C,18,0,,3.51837,1.46881,0.26943,AZUL,1221,,0,2023
73,CH,140657,A,29,0,,1.46885,0.7104,0.193,AZUL,1191,,0,2023
46,CH,140612,C,6,0,,1.82461,0.19307,0.25114,AZUL,1191,,0,2023
80,CH,28657,A,22,0,,1.04981,1.40616,0.22588,AZUL,1191,,0,2023
23,LC,140987,C,22,0,,1.84344,1.65132,0.12303,AZUL,1201,,0,2023
21,LC,140942,D,25,0,,2.53674,0.2806,0.1843,AZUL,1201,,0,2023
172,MT,125888,C,13,0,,2.2107,2.37234,0.31768,AZUL,1211,,0,2023
166,MT,81946,C,26,0,,1.52639,1.16539,0.05545,AZUL,1211,,0,2023
162,MT,27119,D,19,0,,2.99818,0.86032,0.22079,AZUL,1211,,0,2023
156,MT,141513,A,20,0,,1.72676,0.3783,0.17229,AZUL,1211,,0,2023
56,CH,141388,C,24,0,,1.83018,0.5613,0.10742,AZUL,1191,,0,2023
55,CH,48754,A,21,0,,2.43245,0.67281,0.278,AZUL,1191,,0,2023
51,CH,63635,C,1,0,,0.71667,1.29861,0.03594,AZUL,1191,,0,2023
131,CN,117631,A,18,0,,1.50761,0.49481,0.17371,AZUL,1221,,0,2023
123,CN,54804,E,24,0,,3.7763,1.61245,0.10238,AZUL,1221,,0,2023
19,LC,141474,D,23,0,,1.63551,0.00891,0.2048,AZUL,1201,,0,2023
17,LC,120115,D,27,0,,3.23823,0.59679,0.20038,AZUL,1201,,0,2023
111,CN,54162,C,1,0,,0.82835,2.06704,0.0603,AZUL,1221,,0,2023
121,CN,47317,A,4,0,,2.53442,1.21479,0.15339,AZUL,1221,,0,2023
120,CN,47231,C,5,0,,5.9367,2.33396,0.11437,AZUL,1221,,0,2023
43,LC,16384,A,1,0,,1.35809,0.9065,0.15984,AZUL,1201,,0,2023
2,LC,140595,B,5,0,,2.11783,1.27877,0.12469,AZUL,1201,0.0,0,2023
72,CH,141046,B,20,0,,1.10013,0.36112,0.3516,AZUL,1191,,0,2023
69,CH,140674,D,12,0,,1.18697,0.2661,0.22138,AZUL,1191,,0,2023
155,MT,13725,D,12,0,,3.5851,1.4869,0.21903,AZUL,1211,,0,2023
151,MT,141570,B,20,0,,1.79257,0.86167,0.17314,AZUL,1211,,0,2023
8,LC,141443,C,27,0,,2.20477,0.52119,0.1393,AZUL,1201,,0,2023
163,MT,125902,A,6,0,,2.40824,2.57722,0.04513,AZUL,1211,,0,2023
158,MT,117633,D,5,0,,1.37105,2.55621,0.17151,AZUL,1211,,0,2023
20,LC,140869,E,24,0,,1.15309,1.88931,0.22049,AZUL,1201,,0,2023
18,LC,140905,B,28,0,,2.28551,2.41311,0.221,AZUL,1201,,0,2023
53,CH,141131,B,26,0,,2.78931,0.82081,0.25733,AZUL,1191,,0,2023
