CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ano
105,CN,28034,A,18,0,,1.51222,1.41874,0.14908,AZUL,1085,,0,2022
104,CN,97727,E,18,0,,2.35097,1.00991,0.30639,AZUL,1085,,0,2022
103,CN,85445,E,20,0,,4.44898,1.4048,0.15587,AZUL,1085,,0,2022
102,CN,141731,E,29,0,,1.52512,3.19204,0.11283,AZUL,1085,,0,2022
101,CN,31381,C,26,0,,1.75013,1.52509,0.16155,AZUL,1085,,0,2022
100,CN,90130,B,20,0,,1.73494,2.08841,0.27619,AZUL,1085,,0,2022
99,CN,41054,A,28,0,,1.2012,0.97602,0.22536,AZUL,1085,,0,2022
98,CN,141725,E,29,0,,1.82114,1.93167,0.06674,AZUL,1085,,0,2022
97,CN,141597,B,26,0,,2.13571,1.60964,0.14865,AZUL,1085,,0,2022
96,CN,81969,A,21,0,,2.00512,1.35453,0.16882,AZUL,1085,,0,2022
95,CN,111558,D,21,0,,3.29206,1.65709,0.14008,AZUL,1085,,0,2022
94,CN,111694,A,27,0,,2.07884,2.23408,0.17191,AZUL,1085,,0,2022
93,CN,111668,B,23,0,,1.98964,1.87763,0.19415,AZUL,1085,,0,2022
92,CN,18228,D,30,0,,1.95358,1.46498,0.11246,AZUL,1085,,0,2022
